protected,verified,location,followers_count,following_count,tweet_count,isFraud,un_no_of_char,un_special_char,un_uppercase,name_no_of_char,name_special_char,name_uppercase,des_no_of_usertags,des_no_of_hashtags,des_external_links,has_description,account_age_in_days,average_tweets_per_day
0,1,1,7421808,953,42733,0,13,0,1,16,0,1,0,0,0,1,4809,8.886046995217301
0,1,1,11518094,918,20983,0,11,0,0,12,0,1,0,0,0,0,4960,4.230443548387097
0,1,1,7902573,1244,206,0,9,0,1,3,0,1,0,0,0,1,4964,0.041498791297340853
0,1,1,14177606,261,2778,0,7,1,1,12,0,1,3,0,0,1,4226,0.657359204921912
0,1,1,8027057,631,3132,0,9,0,0,16,0,1,2,0,1,0,4538,0.6901718818862935
0,1,1,6662416,31,1366,0,10,0,1,11,0,1,0,0,0,1,4922,0.27752945956928077
0,1,1,5897096,413,6859,0,9,0,1,10,0,1,0,0,0,1,4497,1.5252390482543918
0,1,1,4780763,1701,3199,0,12,0,1,13,0,1,0,1,1,1,4964,0.6444399677679291
0,1,1,5185523,1735,9931,0,10,0,0,11,0,0,0,1,0,1,4652,2.134780739466896
0,1,1,9678328,808,15186,0,10,0,1,5,0,1,0,0,0,1,4918,3.087840585603904
0,1,1,5839580,124,6511,0,10,0,0,11,0,1,0,0,0,1,5006,1.3006392329204954
0,1,1,4518021,153,4421,0,10,0,1,11,0,1,0,0,0,0,4381,1.0091303355398311
0,1,1,20584507,1693,7692,0,7,0,1,14,0,1,2,0,0,1,4597,1.6732651729388732
0,1,1,12103130,27,180,0,10,0,1,13,0,1,0,0,0,0,4204,0.04281636536631779
0,1,1,7774771,285,21868,0,15,0,0,4,0,0,0,0,0,0,4618,4.73538328280641
0,1,1,8554126,8,4802,0,7,0,1,8,0,1,0,0,1,1,3736,1.2853319057815846
0,1,1,6879300,332,2476,0,14,0,1,13,0,1,0,0,0,1,4823,0.5133734190337964
0,0,1,4282709,0,13074,0,10,0,0,19,0,1,0,1,0,1,4639,2.818279801681397
0,1,1,4936467,9682,26725,0,5,0,0,13,0,1,1,0,0,1,5060,5.281620553359684
0,1,1,6633986,440,19601,0,8,0,0,9,0,1,0,0,0,0,4931,3.9750557696207665
0,1,1,4155640,971,9522,0,14,0,0,15,0,1,2,0,0,1,4906,1.9408887077048511
0,1,1,5318734,101,2422,0,13,0,0,16,0,1,0,0,0,1,4566,0.5304424003504161
0,1,1,5700182,256,12847,0,10,0,1,11,0,1,0,0,0,1,5423,2.3689839572192515
0,1,1,5527353,136,128353,0,9,0,0,18,1,1,0,0,1,1,5104,25.14753134796238
0,1,1,6623612,305,18228,0,11,0,1,12,0,1,0,0,0,0,4805,3.793548387096774
0,1,1,8256089,450,6000,0,15,0,0,16,0,1,0,0,0,1,4020,1.492537313432836
0,1,1,5239443,897,30460,0,9,0,0,19,1,1,0,0,0,1,4939,6.167240332051023
0,1,1,4569805,859390,14803,0,7,0,0,13,0,1,0,0,0,1,5063,2.9237606162354335
0,0,1,4733188,316,27671,0,11,1,0,2,0,1,0,0,0,1,4826,5.733733941152093
0,1,1,9212031,769,3992,0,10,0,1,14,0,1,1,0,0,1,4238,0.9419537517697026
0,1,1,5214459,1127,36769,0,10,0,0,11,0,0,1,0,0,1,4699,7.824856352415408
0,0,1,5595697,897,19173,0,10,0,1,20,0,1,0,0,0,1,4741,4.044083526682135
0,1,1,5295371,820,74224,0,11,0,0,21,1,0,0,0,1,1,5309,13.98078734224901
0,1,1,4653461,841,72,0,9,0,0,10,0,1,0,0,0,1,5049,0.0142602495543672
0,1,1,5659591,789,34017,0,11,0,1,12,0,1,7,0,0,1,4921,6.9126193863035965
0,1,1,5057437,206,2008,0,12,0,1,12,0,1,0,0,0,1,4568,0.4395796847635727
0,1,1,5008119,1836,34521,0,7,0,0,7,0,1,1,0,0,1,5007,6.894547633313361
0,1,1,5193902,628,21764,0,11,0,0,7,0,1,0,0,1,1,4738,4.593499366821444
0,1,1,7544104,718,59339,0,14,0,0,15,0,1,0,0,0,1,4921,12.058321479374111
0,1,1,8497330,33,480,0,7,0,0,20,0,1,0,0,0,0,4699,0.10214939348797616
0,1,1,8008448,2098,150790,0,11,0,0,12,0,1,0,0,0,1,4344,34.712246777163905
0,1,1,5899994,1199,14233,0,8,0,1,8,0,1,0,0,0,1,5019,2.835823869296673
0,1,1,23112939,139,12332,0,14,0,0,15,0,1,2,0,0,1,4699,2.6243881676952543
0,1,1,9957425,112,21689,0,12,0,0,14,1,1,0,0,0,1,4890,4.4353783231083845
0,1,1,4603226,220,8783,0,7,0,0,19,0,1,0,0,0,1,4710,1.8647558386411889
0,1,1,5224668,3099,59128,0,10,1,1,10,0,1,1,0,1,1,4484,13.186440677966102
0,1,1,8656943,624,17176,0,13,0,1,7,0,0,0,0,0,1,5601,3.0665952508480627
0,1,1,8502819,928,6619,0,3,0,1,10,0,1,2,0,0,0,4843,1.3667148461697296
0,1,1,4694988,187,3304,0,12,0,0,10,0,1,0,0,0,1,4544,0.727112676056338
0,1,1,4688077,161,3535,0,14,0,1,13,0,1,1,0,0,1,4348,0.813017479300828
0,0,1,1410,2,270,0,13,1,0,4,0,1,0,0,0,1,2190,0.1232876712328767
0,1,1,9370201,664,3309,0,15,0,0,14,0,1,0,0,0,1,4114,0.8043266893534273
0,1,1,7611935,1238,5594,0,10,0,0,3,0,1,0,0,0,0,3882,1.441009788768676
0,1,1,12727201,390,1994,0,10,0,1,13,0,1,0,0,0,1,3622,0.5505245720596356
0,1,1,5828529,431,168382,0,10,0,0,11,0,1,0,0,1,1,4903,34.34264735875994
0,1,1,6699516,1,11274,0,15,0,1,19,0,0,0,0,1,1,4208,2.6791825095057034
0,0,1,5409579,188,61018,0,12,0,0,12,0,1,1,0,0,1,4555,13.39582875960483
0,1,1,5409805,4641,45537,0,7,0,1,17,0,1,2,1,0,1,4502,10.114837849844514
0,1,1,5420591,67,164,0,11,0,1,12,0,1,0,0,0,1,3881,0.042257150219015716
0,1,1,14839000,28,7871,0,9,0,0,19,0,1,0,0,0,1,5000,1.5742
0,1,1,5084956,61,10445,0,12,0,0,21,0,1,2,0,0,1,4951,2.1096748131690566
0,1,1,4503444,1503,60453,0,12,0,1,13,0,1,0,0,0,1,4835,12.503205791106515
0,1,1,3903073,1,19684,0,12,0,1,7,0,1,0,0,0,1,4959,3.9693486590038316
0,0,1,6533769,441,37820,0,12,0,1,11,0,1,1,0,0,1,4871,7.764319441593102
0,1,1,11495280,10,3213,0,7,0,0,8,0,1,0,3,0,0,4868,0.660024650780608
0,1,1,26662946,54055,15473,0,11,0,1,12,0,1,0,0,0,1,4032,3.8375496031746033
0,1,1,4600941,2581,23253,0,13,0,0,12,0,1,0,0,1,0,4910,4.735845213849287
0,1,1,2443958,565,171456,0,13,0,1,15,0,0,0,0,0,1,3842,44.62675689744925
0,1,1,15553407,803,761,0,10,0,0,13,0,1,0,0,0,1,5323,0.14296449370655645
0,1,1,4758257,38,6227,0,9,1,0,9,0,1,0,1,0,1,5161,1.2065491183879093
0,1,1,5067055,1500,56698,0,11,0,1,11,0,1,0,2,0,1,4727,11.994499682674
0,1,1,5774280,252,12207,0,14,0,1,12,0,1,0,0,0,1,4574,2.6687800612155663
0,1,1,6247745,9739,12805,0,10,0,1,12,0,1,2,0,0,1,3948,3.2434143870314083
0,1,1,6321522,2595,27188,0,4,0,1,4,0,1,0,0,0,1,5054,5.379501385041551
0,1,1,4505634,189,20507,0,11,0,1,13,0,1,2,1,1,1,4787,4.283893879256319
0,1,1,11344682,319,28987,0,8,0,1,16,0,1,2,0,0,1,4830,6.001449275362319
0,1,1,5608205,1037,87505,0,8,0,1,9,0,1,0,0,0,0,4912,17.814535830618894
0,1,1,4772202,414,23146,0,14,0,1,14,0,1,1,0,0,1,4860,4.762551440329218
0,1,1,6347327,1016,3838,0,10,0,1,11,0,1,0,0,0,0,4463,0.8599596683844948
0,1,1,472970,1388522,137620,0,14,0,0,16,0,1,0,17,0,0,2303,59.756838905775076
0,0,1,4555519,698,55503,0,8,0,0,13,0,1,0,0,0,1,4781,11.609077598828696
0,1,1,3663670,36277,28345,0,8,0,1,10,0,1,0,0,0,0,4692,6.041133844842284
0,1,1,8666857,50,49020,0,12,0,1,6,0,1,0,0,1,1,4689,10.454254638515675
0,1,1,5779172,275,31011,0,13,0,0,5,0,1,2,1,0,1,4486,6.912839946500223
0,1,1,3996813,30,2089,0,11,0,1,12,0,1,0,0,0,1,4941,0.42278890912770695
0,1,1,5506116,81,7256,0,12,0,1,13,0,1,0,0,0,1,4953,1.4649707248132444
0,1,1,9969409,3640,62438,0,12,0,1,13,0,1,0,0,1,1,4852,12.86850783182193
0,1,1,8613048,1352,46071,0,11,0,1,15,0,1,1,0,0,1,3912,11.776840490797547
0,0,1,6922773,179,3785,0,8,0,1,13,0,1,1,0,1,1,4866,0.7778462803123716
0,1,1,3550784,5267,46534,0,12,0,1,13,0,1,0,0,0,1,5003,9.301219268438937
0,0,1,4947106,1349,88425,0,11,0,0,10,0,0,0,0,0,1,4665,18.95498392282958
0,1,1,4448376,675,21882,0,11,0,0,11,0,1,0,0,0,1,5001,4.3755248950209955
0,1,1,5555331,197,2251,0,12,0,0,13,0,1,0,2,1,1,4733,0.4755968730192267
0,1,1,10146475,46,2252,0,10,0,1,17,0,1,0,0,0,1,4910,0.45865580448065174
0,0,1,4074523,41,5033,0,9,0,0,11,0,1,0,0,0,0,4703,1.0701679778864555
0,1,1,8586137,119,45028,0,10,0,0,11,0,1,0,0,0,1,3922,11.480877103518614
0,1,1,7348266,487,5485,0,13,0,1,14,0,1,0,0,0,1,4248,1.2911958568738229
0,0,1,7323930,194,1656,0,12,0,0,11,0,1,0,0,0,1,4054,0.40848544647261964
0,1,1,15868644,54,3745,0,9,0,0,10,0,1,0,0,0,1,4803,0.7797210077035186
0,1,1,4064528,5683,58926,0,14,0,0,11,0,1,0,0,0,1,4841,12.172278454864697
0,1,1,4898715,608,4022,0,11,0,1,12,0,1,0,0,1,1,4537,0.8864888692968922
0,1,1,7691984,963,54798,0,11,1,0,12,0,0,0,0,1,1,3756,14.589456869009584
0,1,1,4814144,170,7083,0,11,0,0,13,0,1,0,0,0,1,4867,1.4553112800493118
0,1,1,4088834,4231,18515,0,10,0,1,11,0,1,0,1,0,1,4019,4.60686737994526
0,1,1,6483513,140,7775,0,15,0,1,20,0,1,1,0,1,1,4615,1.6847237269772481
0,1,1,7616774,21,2993,0,12,0,0,16,0,1,1,0,0,1,4462,0.6707754370237562
0,1,1,3180457,7,2624,0,9,0,1,10,0,1,1,1,1,1,4841,0.5420367692625491
0,1,1,4564432,9736,13133,0,8,0,0,9,0,1,0,0,0,1,4973,2.640860647496481
0,1,1,3218017,1980,9518,0,11,0,0,4,0,1,0,0,1,0,5360,1.7757462686567165
0,1,1,5566650,1070,23630,0,15,0,1,16,0,1,2,1,1,1,4533,5.212883300242665
0,1,1,6682165,137,2495,0,10,0,0,11,0,1,0,0,0,1,4828,0.5167771333885667
0,1,1,4277478,366,15707,0,8,0,0,15,0,1,0,0,1,1,4900,3.205510204081633
0,1,1,6645723,159,12328,0,13,0,0,12,0,1,0,0,0,0,4642,2.655751831107281
0,1,1,4384419,629,5060,0,8,1,0,3,0,1,0,0,0,1,3715,1.3620457604306864
0,1,1,9285485,950,7557,0,14,0,1,15,0,1,0,0,0,1,4126,1.8315559864275328
0,1,1,3075016,0,107,0,13,0,0,13,0,0,0,0,0,1,4909,0.02179669993888776
0,1,1,3715089,1389,10849,0,8,1,1,8,1,1,0,1,1,0,4954,2.189947517157852
0,1,1,3360447,2031,16108,0,13,0,1,6,1,1,0,0,0,1,4890,3.2940695296523517
0,1,1,4222723,1406,35821,0,11,0,1,12,0,1,0,0,0,0,4867,7.35997534415451
0,1,1,4327111,597,9360,0,11,0,0,12,0,1,0,0,1,1,4956,1.8886198547215496
0,1,1,19722489,798,11248,0,13,0,1,12,0,1,0,0,0,1,3409,3.299501320035201
0,1,1,7341040,1352,42570,0,13,0,0,14,0,0,0,0,1,1,4927,8.640146133549827
0,1,1,10254894,165,21858,0,10,0,1,11,0,1,0,1,0,1,4988,4.382117080994386
0,1,1,6272404,2417,1660,0,11,0,0,13,0,1,0,0,0,0,4196,0.3956148713060057
0,1,1,4432838,237,10545,0,11,0,0,12,0,1,0,0,0,1,4720,2.2341101694915255
0,1,1,4234374,417,14486,0,10,0,1,11,0,1,1,0,0,1,4945,2.929423660262892
0,1,1,4348404,45,939,0,13,0,0,14,0,1,0,0,0,1,4204,0.22335870599429114
0,1,1,6056977,114,21106,0,15,0,0,14,0,1,0,0,0,1,4726,4.465933135844265
0,1,1,12896726,87,2229,0,12,0,0,13,0,1,0,0,0,0,3470,0.6423631123919309
0,1,1,4897365,178,2592,0,8,0,1,9,0,1,3,0,0,1,4795,0.5405630865484881
0,1,1,4987604,279,3094,0,12,0,1,16,0,1,0,0,1,1,4078,0.7587052476704267
0,1,1,5299776,2564,27974,0,11,0,0,12,0,1,0,0,0,1,4759,5.878125656650557
0,1,1,6113352,1301,10821,0,13,0,0,14,0,1,0,0,0,1,5078,2.130957069712485
0,1,1,5062692,625,4548,0,10,0,0,11,0,1,0,0,0,0,4968,0.9154589371980676
0,1,1,6777319,214,8676,0,11,0,0,19,0,1,0,1,0,0,4824,1.7985074626865671
0,1,1,7172283,633,24791,0,13,0,0,14,0,1,1,0,0,1,4838,5.12422488631666
0,1,1,4632490,1167,157263,0,8,0,1,7,0,1,4,0,1,1,4807,32.715415019762844
0,1,1,6208349,655,43530,0,11,0,0,11,0,1,0,0,0,0,4840,8.993801652892563
0,1,1,3767892,3791,34279,0,6,0,0,11,0,1,0,0,0,1,4986,6.875050140393101
0,1,1,15336042,55,447,0,14,1,1,14,0,0,3,0,0,1,3504,0.12756849315068494
0,1,1,3647006,6486,32673,0,12,0,0,21,0,1,0,0,0,1,5111,6.39268244961847
0,1,1,5012712,679,100818,0,11,1,1,11,0,1,1,1,1,0,4785,21.069592476489028
0,1,1,4746914,744,32924,0,6,0,0,6,0,1,0,0,1,0,4895,6.726046986721144
0,1,1,5420970,2,5806,0,8,0,0,8,0,0,0,0,1,0,4881,1.1895103462405245
0,1,1,3839802,41,305,0,12,0,0,13,0,1,0,2,1,1,4698,0.06492124308216263
0,1,1,3908141,179,22489,0,8,0,1,13,0,1,0,0,0,1,4919,4.571864200040658
0,1,1,4391498,1,1071,0,9,0,0,11,0,1,0,0,0,1,4618,0.23191857947163275
0,1,1,6899585,850,5512,0,15,0,1,6,0,1,0,0,0,1,4869,1.1320599712466626
0,1,1,4352237,655,26258,0,11,0,0,19,0,1,0,0,0,1,4821,5.446587844845467
0,1,1,4896717,112,8076,0,9,0,0,18,0,1,0,0,0,1,4872,1.6576354679802956
0,1,1,3091457,703,13459,0,14,0,0,15,0,1,2,0,0,1,5108,2.634886452623336
0,1,1,4209982,1984,2132,0,10,0,0,11,0,1,1,0,0,0,4228,0.5042573320719016
0,1,1,4798411,207,82279,0,12,0,1,13,0,1,0,0,0,1,4796,17.155754795663054
0,1,1,5924315,1148,7625,0,10,0,0,14,0,0,0,0,0,1,4915,1.5513733468972533
0,1,1,4073657,349,2201,0,12,0,0,11,0,1,0,0,0,0,4943,0.44527614808820554
0,1,1,3990764,323,52378,0,12,0,1,20,0,1,0,0,0,1,4953,10.575005047445993
0,1,1,7836680,115,7636,0,11,0,1,12,0,1,0,0,1,1,4631,1.6488879291729648
0,1,1,10557259,36,9496,0,12,0,1,18,0,1,0,1,0,1,4333,2.191553196399723
0,1,1,4028258,713,17272,0,7,0,1,15,0,1,1,0,0,0,4918,3.5119967466449777
0,1,1,8835246,2115,5228,0,6,0,0,10,0,1,1,0,0,0,5141,1.016922777669714
0,1,1,3912123,865,21181,0,4,0,1,13,0,1,0,0,0,0,4902,4.320889432884537
0,1,1,6752512,1844,9136,0,10,0,0,7,0,1,0,0,0,1,4893,1.8671571632945023
0,1,1,6414274,177,84721,0,10,0,1,11,0,1,0,0,0,1,5171,16.38387159156836
0,1,1,5600790,292,5029,0,12,0,1,15,0,1,0,0,0,1,4019,1.2513062950982832
0,1,1,5085780,0,30686,0,8,0,1,6,0,1,0,0,0,1,4802,6.3902540608079965
0,1,1,4292186,1182,54117,0,11,0,0,12,0,1,0,0,0,1,4715,11.47762460233298
0,1,1,6126395,171,5131,0,9,0,1,17,0,1,0,0,0,0,4602,1.1149500217296828
0,1,1,3373544,659,19965,0,12,0,0,9,0,1,0,2,0,1,4975,4.013065326633166
0,1,1,8286620,8646,49496,0,11,0,0,33,0,0,0,0,1,1,4125,11.999030303030302
0,1,1,3266317,2413,8305,0,10,0,0,11,0,1,0,0,0,1,5280,1.5729166666666667
0,1,1,4159674,489,14911,0,10,0,0,11,0,1,2,0,1,1,4636,3.2163503019844693
0,1,1,6027230,15,745,0,11,0,0,12,0,1,0,0,0,1,4092,0.18206256109481916
0,1,1,4724558,109,16081,0,11,0,0,12,0,1,1,0,0,1,4898,3.283176806859943
0,1,1,3909217,194,1924,0,8,0,0,4,0,1,3,0,0,1,4253,0.45238655067011524
0,1,1,3380327,13286,1463,0,14,0,1,6,0,1,0,0,0,1,4420,0.33099547511312216
0,1,1,5689846,15490,47928,0,7,0,0,11,0,0,0,0,0,1,4810,9.964241164241164
0,1,1,3301110,183,1216,0,11,0,0,13,0,1,4,0,0,0,4753,0.25583841784136335
0,1,1,4822507,202,934,0,9,1,1,15,0,1,1,0,0,1,3993,0.23390934134735789
0,1,1,4467439,11640,36355,0,6,0,1,17,0,1,1,0,0,0,5016,7.24780701754386
0,1,1,5044053,410,19017,0,8,0,0,10,0,0,0,0,0,1,4333,4.388876067389799
0,1,1,3088204,376,9316,0,11,0,1,12,0,1,0,0,0,1,4979,1.8710584454709782
0,1,1,5475132,107,1605,0,13,0,0,11,0,1,0,0,0,1,4426,0.36262991414369633
0,1,1,4874555,582,5596,0,11,0,0,9,0,1,0,0,0,1,4737,1.1813383998311167
0,1,1,3526570,64,1218,0,12,0,1,15,0,1,0,0,0,1,3432,0.3548951048951049
0,1,1,5525846,44,2872,0,11,0,1,12,0,1,0,0,0,1,5259,0.5461114280281423
0,1,1,3502336,251,14247,0,11,0,1,12,0,1,3,1,0,1,4995,2.8522522522522524
0,1,1,4295701,130,8123,0,11,0,1,12,0,1,0,0,0,1,4889,1.6614849662507671
0,1,1,7257240,94,23634,0,10,0,1,11,0,1,0,1,0,1,4984,4.741974317817014
0,1,1,4419844,32,7783,0,11,0,1,12,0,1,0,0,0,1,4781,1.6279021125287596
0,1,1,3032494,173,9845,0,9,0,0,10,0,1,1,0,0,1,5272,1.867412746585736
0,1,1,3072070,358,29545,0,9,0,1,5,0,1,0,0,0,1,4694,6.294205368555603
0,1,1,14749496,9,3530,0,14,0,0,15,0,1,0,0,1,1,4500,0.7844444444444445
0,1,1,4517741,372,4787,0,15,0,1,17,0,1,0,0,0,1,4576,1.0461101398601398
0,0,1,3656533,177,3293,0,15,0,1,8,0,1,0,0,0,1,4492,0.7330810329474622
0,1,1,3707626,12698,15542,0,11,0,0,12,0,1,0,0,0,1,4938,3.14742810854597
0,1,1,4459402,228,9857,0,10,0,0,3,0,1,1,0,0,1,4925,2.0014213197969544
0,1,1,5842818,1297,30754,0,14,0,0,15,0,1,0,0,0,1,4890,6.289161554192229
0,1,1,5175299,449,7756,0,14,0,1,6,0,1,0,0,0,0,5386,1.4400297066468621
0,1,1,10885950,296,19990,0,13,0,1,16,0,1,0,0,0,1,4828,4.1404308202154105
0,1,1,3146841,9874,12469,0,15,0,1,11,0,1,2,0,0,1,4626,2.695417207090359
0,1,1,4874323,640,22155,0,13,0,0,13,0,1,1,0,0,1,4519,4.90263332595707
0,1,1,3158421,1376,8355,0,9,0,1,5,0,0,0,0,0,1,4947,1.6889023650697392
0,1,1,4370418,990,68206,0,9,0,1,15,0,1,0,0,0,0,4952,13.773424878836833
0,1,1,2819305,3491,3541,0,11,0,1,14,0,1,0,0,0,0,4997,0.7086251751050631
0,1,1,2983633,20,174,0,14,0,0,6,0,1,0,0,1,1,4634,0.03754855416486837
0,0,1,2756255,1016,1723,0,14,0,1,14,0,1,0,0,0,0,3920,0.43954081632653064
0,1,1,3271607,7152,184568,0,9,0,0,12,0,1,0,0,0,1,4893,37.720825669323524
0,1,1,5560360,277,2617,0,9,0,0,10,0,1,0,0,1,1,4285,0.6107351225204201
0,1,1,3892298,151,1583,0,14,0,0,15,0,1,0,0,0,0,4200,0.3769047619047619
0,1,1,2866945,668,24732,0,12,0,1,15,0,1,0,0,0,1,4960,4.986290322580645
0,1,1,7028720,1306,73898,0,13,0,0,14,0,0,0,0,0,1,4643,15.91600258453586
0,1,1,3718961,0,752,0,8,0,1,9,0,1,0,0,0,1,4684,0.1605465414175918
0,1,1,5483373,447,6366,0,8,0,0,17,0,1,0,0,0,0,5080,1.2531496062992127
0,0,1,2521305,54,12,0,11,0,0,12,0,0,0,0,0,1,4272,0.0028089887640449437
0,1,1,4429689,833,38692,0,10,0,1,12,0,1,0,0,0,1,4853,7.972800329692974
0,1,1,5117816,250,31576,0,13,0,0,14,0,1,0,0,0,1,4597,6.86882749619317
0,1,1,4839431,418,13721,0,13,0,1,15,0,1,0,0,0,1,4909,2.7950702790792423
0,1,1,3218522,69125,105705,0,8,0,1,9,0,1,0,14,0,0,5617,18.818764465016912
0,1,1,4623477,91,4736,0,14,0,0,15,0,1,0,0,1,0,4838,0.9789169078131459
0,1,1,3752861,615,4543,0,6,0,1,6,0,1,0,0,0,1,4267,1.064682446683853
0,1,1,4119351,991,19015,0,7,0,1,7,0,1,0,1,1,0,4870,3.904517453798768
0,1,1,893348,2056,74535,0,13,0,0,14,0,1,0,0,0,1,4449,16.753202966958867
0,0,1,4175970,379,12835,0,10,0,0,8,0,1,2,0,0,1,4913,2.612456747404844
0,1,1,5811019,1153,40811,0,12,0,0,10,0,0,0,0,0,1,4255,9.591304347826087
0,1,1,2964158,4039,93,0,12,0,1,13,0,1,0,0,0,1,4853,0.019163404079950545
0,1,1,4147052,992,44683,0,15,1,0,11,0,0,0,0,0,1,4568,9.781742556917688
0,1,1,3803247,455,13065,0,8,0,0,16,0,1,0,0,1,1,4900,2.666326530612245
0,1,1,10544806,4656,19978,0,6,0,0,19,0,1,0,0,0,1,5147,3.881484359821255
0,1,1,3417550,9966,83141,0,9,0,0,8,0,1,0,0,0,1,5245,15.851477597712107
0,1,1,4336679,844,21631,0,8,0,1,16,0,1,0,1,0,0,4812,4.495220282626766
0,1,1,4850171,35,4729,0,15,0,1,12,0,1,0,0,0,1,4205,1.12461355529132
0,1,1,5976296,397,10245,0,11,0,1,12,0,1,0,0,0,1,4824,2.1237562189054726
0,1,1,2838210,410,5253,0,11,0,1,12,0,1,1,1,0,0,4898,1.0724785626786444
0,1,1,2853183,86,7193,0,12,0,1,13,0,1,3,0,0,1,4918,1.4625864172427816
0,1,1,4088436,351,1045,0,5,0,1,11,0,1,0,0,0,1,3841,0.27206456651913563
0,0,1,3564240,233,3432,0,10,0,1,11,0,1,0,0,0,1,4868,0.705012325390304
0,1,1,5109148,755,31506,0,15,0,0,12,0,1,0,0,0,1,4813,6.546021192603366
0,1,1,3947078,137,860,0,9,0,1,11,0,1,0,0,1,1,3735,0.23025435073627845
0,1,1,4185106,894,28288,0,11,1,1,10,0,1,1,0,0,1,4791,5.904404091003966
0,1,1,4165303,87,2653,0,9,0,1,10,0,0,0,0,1,1,4392,0.6040528233151184
0,1,1,3422240,1886,89050,0,9,0,0,10,0,1,0,0,0,1,4585,19.422028353326063
0,1,1,2800661,265,27511,0,11,0,0,12,0,1,1,0,1,1,5032,5.46720985691574
0,1,1,3118019,6756,14608,0,12,0,1,11,0,1,1,0,0,1,4957,2.9469437159572323
0,1,1,11063986,177,3275,0,9,0,1,10,0,1,5,0,0,1,4112,0.7964494163424124
0,0,1,3929144,40,8468,0,13,0,0,16,0,1,0,0,0,0,4879,1.7356015576962491
0,1,1,7442217,140,8525,0,11,0,1,11,0,0,2,0,0,1,4250,2.0058823529411764
0,1,1,2940533,758,19222,0,14,0,1,15,0,1,1,0,0,1,4975,3.8637185929648243
0,1,1,5090602,3,4232,0,9,0,0,6,0,1,0,0,1,1,4506,0.9391921881935198
0,1,1,3374671,100412,29819,0,11,0,0,19,0,1,0,3,1,1,4918,6.063237088247255
0,1,1,3107331,220,24716,0,10,1,1,10,0,1,1,0,0,1,4258,5.80460310004697
0,1,1,4809064,137,7489,0,9,0,0,10,0,1,0,0,0,0,4233,1.769194424757855
0,1,1,4643910,992,29029,0,4,0,0,5,0,1,0,0,0,1,4953,5.860892388451443
0,1,1,3897927,872,10544,0,15,0,1,12,0,1,3,0,0,1,4625,2.2797837837837838
0,1,1,4579431,111,158024,0,12,1,0,25,1,0,0,0,1,0,4078,38.750367827366354
0,1,1,3298555,737,7199,0,11,0,1,12,0,1,0,0,1,1,4940,1.4572874493927126
0,1,1,3930820,972,31733,0,11,0,1,12,0,1,0,0,0,1,4957,6.40165422634658
0,1,1,2901957,1,1271,0,11,0,0,12,0,1,0,0,0,1,4940,0.25728744939271253
0,1,1,3264369,602,12001,0,13,0,1,14,0,1,0,0,0,0,4924,2.4372461413484974
0,1,1,3107753,562,6799,0,14,0,0,15,0,1,0,2,0,0,5001,1.3595280943811239
0,1,1,2059724,4081373,183417,0,14,0,1,48,1,1,4,0,0,1,4918,37.29503863359089
0,1,1,7367709,2701,48217,0,14,0,0,12,1,0,0,0,0,1,4332,11.130424746075716
0,1,1,3397983,5,684,0,6,0,0,14,0,1,0,0,0,1,5530,0.1236889692585895
0,1,1,4164142,328,21774,0,14,0,0,8,0,1,0,0,0,1,4979,4.373167302671219
0,1,1,6079868,1851,40076,0,9,0,0,9,0,0,1,1,0,1,4976,8.053858520900322
0,1,1,3267535,156,9302,0,15,0,1,14,0,1,0,1,1,0,4524,2.0561450044208667
0,1,1,6849504,183,5698,0,11,0,1,20,0,0,0,0,0,1,4600,1.238695652173913
0,1,1,9415170,1826,11582,0,9,0,1,10,0,1,0,0,0,1,3944,2.936612576064909
0,1,1,3555105,160,3177,0,11,1,0,11,0,1,0,0,0,1,5324,0.5967317806160781
0,1,1,3500905,541,11431,0,13,0,1,11,0,1,0,0,0,1,4867,2.3486747483049104
0,0,1,4358454,0,17224,0,9,0,0,9,0,1,0,0,0,1,4859,3.5447622967688823
0,0,1,804441,1472,5705,0,8,0,0,14,0,1,0,0,0,1,4759,1.1987812565665055
0,0,1,843055,4452,27796,0,14,0,1,14,0,1,1,8,1,1,4916,5.654190398698129
0,1,1,3401565,430,11126,0,10,0,0,15,0,0,0,0,0,1,4331,2.5689217270838145
0,1,1,3603916,804,14844,0,5,0,1,5,0,1,0,0,0,1,4966,2.9891260571888845
0,1,1,3402316,650,44124,0,8,0,0,9,0,1,0,0,1,1,4969,8.879855101630106
0,1,1,3674723,713,1533,0,5,0,1,10,0,1,0,0,0,0,4806,0.31897627965043696
0,0,1,952255,2081,1022,0,12,0,1,13,0,1,0,0,1,1,4932,0.20721816707218166
0,1,1,4568996,393,24438,0,7,1,1,4,0,1,3,1,1,0,4656,5.248711340206185
0,1,1,3801981,1083,15094,0,14,0,0,12,0,1,0,0,0,1,4344,3.4746777163904237
0,1,1,4410025,2669,3887,0,9,0,1,15,0,1,0,0,0,1,4865,0.7989722507708119
0,0,1,3195684,7744,1982,0,11,0,1,5,0,1,0,0,0,1,4344,0.4562615101289134
0,1,1,2808700,524,13762,0,13,0,1,14,0,1,0,0,0,0,5619,2.4491902473749776
0,1,1,4146350,209,26039,0,8,0,1,18,0,1,0,0,0,1,4804,5.420274771024147
0,1,1,5563614,295,1026,0,12,1,0,12,0,1,0,0,0,1,4155,0.24693140794223828
